Frame,CS6B7nn_ROI1,CS6B7nn_ROI2,CS6B7nn_ROI3,CS6B7nn_ROI4,CS6B7nn_ROI5,CS6B7nn_ROI6,CS6B7nn_ROI7,CS6B7nn_ROI8,CS6B7nn_ROI9,CS6B7nn_ROI10,CS6B7nn_ROI11,CS6B7nn_ROI12,CS6B7nn_ROI13,CS6B7nn_ROI14,CS6B7nn_ROI15,CS6B7nn_ROI16,CS6B7nn_ROI17,CS6B7nn_ROI18,CS6B7nn_ROI19,CS6B7nn_ROI20,CS6B7nn_ROI21,CS6B7nn_ROI22,CS6B7nn_ROI23,CS6B7nn_ROI24,CS6B7nn_ROI25,CS6B7nn_ROI26,CS6B7nn_ROI27,CS6B7nn_ROI28,CS6B7nn_ROI29,CS6B7nn_ROI30,CS6B7nn_ROI31,CS6B7nn_ROI32,CS6B7nn_ROI33,CS6B7nn_ROI34,CS6B7nn_ROI35,CS6B7nn_ROI36,CS6B7nn_ROI37,CS6B7nn_ROI38,CS6B7nn_ROI39,CS6B7nn_ROI40,CS6B7nn_ROI41,CS6B7nn_ROI42,CS6B7nn_ROI43,CS6B7nn_ROI44,CS6B7nn_ROI45,CS6B7nn_ROI46,CS6B7nn_ROI47,CS6B7nn_ROI48,CS6B7nn_ROI49,CS6B7nn_ROI50,CS6B7nn_ROI51,CS6B7nn_ROI52,CS6B7nn_ROI53,CS6B7nn_ROI54,CS6B7nn_ROI55,CS6B7nn_ROI56,CS6B7nn_ROI57,CS6B7nn_ROI58,CS6B7nn_ROI59,CS6B7nn_ROI60,CS6B7nn_ROI61,CS6B7nn_ROI62,CS6B7nn_ROI63,CS6B7nn_ROI64,CS6B7nn_ROI65,CS6B7nn_ROI66,CS6B7nn_ROI67,CS6B7nn_ROI68,CS6B7nn_ROI69,CS6B7nn_ROI70,CS6B7nn_ROI71,CS6B7nn_ROI72,CS6B7nn_ROI73,CS6B7nn_ROI74,CS6B7nn_ROI75,CS6B7nn_ROI76,CS6B7nn_ROI77,CS6B7nn_ROI78,CS6B7nn_ROI79,CS6B7nn_ROI80,CS6B7nn_ROI81,CS6B7nn_ROI82,CS6B7nn_ROI83,CS6B7nn_ROI84,CS6B7nn_ROI85,CS6B7nn_ROI86,CS6B7nn_ROI87,CS6B7nn_ROI88,CS6B7nn_ROI89,CS6B7nn_ROI90,CS6B7nn_ROI91,CS6B7nn_ROI92,CS6B7nn_ROI93,CS6B7nn_ROI94,CS6B7nn_ROI95,CS6B7nn_ROI96,CS6B7nn_ROI97,CS6B7nn_ROI98,CS6B7nn_ROI99,CS6B7nn_ROI100
939,1547.25,1189.444,2261.8,1999.167,1011.833,831.667,2155,1029.625,1014.75,1632.667,1040,630.727,1428.417,1147.2,623.542,1092.75,902.562,2154.375,2648.5,2007.5,1720.333,1392.812,1466.333,1081.375,2174.5,1950.75,1047.823,1002.625,1440.9,1072.667,1325.889,1218.333,848.4,1089.444,1224,964.667,1099,1049.778,1850,1250.625,1144.333,1362.115,1354.556,781.5,1764.5,1084.375,1108.7,1137.667,906.5,635.833,802.25,2019.667,1151.375,1213.5,1021.375,897.667,1059.375,909.167,993.25,1717.5,1021.962,937.375,849.7,887.562,750.4,1374.667,979.167,1552.75,1391.5,1737.125,1478.167,1470.667,1477.625,1610.833,1579.5,1333.625,801.833,1507.333,1453.5,1515.667,1391,1045.5,1334.417,1347.75,1014.75,1583.167,1265.875,1011,1219.667,1445.333,802.667,1362,1143.5,2582.833,1958.833,1402,1373.625,2229.7,1096,1514.4
940,1555.375,1230.333,2210.2,1971.5,972.5,836,2167,1064.25,1000.875,1598.333,1035.5,616.455,1445.75,1161.2,620.542,1078.375,905.5,2185.625,2623.167,2072.625,1728,1402.312,1463.167,1036.5,2164.375,1921.25,1034.823,1002.625,1487.2,1107.667,1382.333,1187.5,856.9,1035.667,1209.333,995.667,1036,1035.556,1887.333,1256.25,1129.222,1348.769,1352,790.875,1814,1034.25,1090.95,1137.222,848,636.917,810.5,2052.167,1162.938,1264.25,1031.375,931.167,1028.375,921.5,1001.5,1788.167,983.538,901.25,834.6,888.125,691.6,1418.5,985.667,1611.625,1416.083,1701.875,1509.833,1440.167,1436.625,1607.833,1561.5,1263.5,795.667,1641.333,1490.625,1578,1376.667,1081.25,1396.917,1319.125,1006,1597,1274.875,989.833,1238.889,1470.333,757,1380.625,1231.625,2602.083,2001.083,1425.667,1396.75,2225.95,1023.667,1552.9
941,1567,1208,2241.5,1994.333,1029,864.083,2174,1062.5,1003.125,1653.167,1019.5,630.182,1440.083,1176.8,624.25,1068.75,871.938,2111.375,2606.5,2076,1675.333,1393.938,1468.333,1086.75,2123.5,1957,1042.765,1011.375,1465.3,1077.667,1328.111,1175.833,863.9,1067.111,1218.444,958.889,1049.5,1060.333,1906.417,1265.125,1129.111,1367.923,1344,781.75,1771.5,1064.5,1087.1,1149.333,865.875,635.667,777.25,2158.333,1154,1206.75,1043.75,901.333,1041.375,952.333,960,1770.583,982.115,944.375,868.8,841,716.2,1398.833,961.333,1573.625,1433.5,1681.5,1474.833,1414,1458.25,1550.667,1625,1352.625,800.667,1605.833,1526,1543,1402.833,1120.5,1415.167,1325.625,989,1596.833,1235.375,1043.333,1221.444,1439.5,789.667,1411,1214.25,2639.667,1987.917,1434.5,1358.625,2228.55,1000.333,1546.9
942,1537.625,1212.222,2217.7,1984.833,1052.333,825.5,2184.5,1043.75,970.875,1648.833,1080.5,620.909,1406.667,1132.8,601.042,1045.25,884.188,2149.25,2686.167,2060.25,1659.333,1396,1519,1063.625,2145.438,1932.917,1028.353,1020,1467.6,1118.833,1363.333,1215.667,875.4,1072.556,1219.444,953.556,1073.5,1038.667,1851.083,1237,1146.111,1339.731,1390.889,761,1747.25,1068.125,1086.6,1100.333,928.25,632.417,763.25,2093.667,1157.875,1203.75,1013.25,930.667,1023.375,946.667,969.75,1758.417,988.615,936.625,849.4,881.375,719.1,1397.167,967.667,1510,1410.167,1588.375,1447.5,1362.167,1484.125,1575.75,1570.167,1356,858.833,1621.667,1467.875,1599.889,1350.667,1071.25,1317.833,1321.125,1033.5,1567.333,1291.625,964.167,1217.667,1454,747.667,1403,1204.625,2631.417,1940.333,1328.833,1402.875,2212.35,991.667,1470.7
943,1572.5,1227.667,2225.7,1978.333,1005.5,845.667,2168.667,1044.875,1017,1618.667,1038.25,623,1452.417,1170,622.208,1031.25,865.438,2165.875,2593.833,2073.625,1669.333,1394,1459.5,1071.125,2174.688,1911.917,1056.765,1003,1435.1,1071.833,1356.444,1203.333,874.2,1073.778,1238,1000.222,1073,1080.222,1852.167,1188.875,1150.667,1366.038,1332.667,746,1759,1068.5,1101.55,1113.778,899.875,625.583,769.5,2072.167,1130.375,1267.5,1041.125,894.25,1050.625,895.833,989.25,1783.417,986.538,951.125,861.1,879.312,737.5,1401.167,973.333,1531.25,1370.25,1653.375,1501.333,1451,1428.125,1579.167,1539.333,1323.375,816.167,1588.833,1435.375,1550.333,1339.5,1127.25,1395.833,1357.375,1086.5,1554.5,1250.375,921.333,1207.889,1482.667,738.333,1358.75,1231.625,2591.667,1972.5,1417,1364.625,2189.7,1097.333,1527.5
944,1550.125,1211.667,2257.3,1967.167,1041.333,851.75,2141.333,1074.625,1008.875,1664.167,1021,630.091,1435.667,1125.4,619.125,1035.625,919.688,2165.875,2623.333,2127.25,1691,1385.188,1548.5,1037.875,2148.688,1959.667,1035.588,1019.625,1466,1052,1332.444,1215.167,864.3,1077.333,1262.222,973.667,1062.25,1068.333,1827.083,1253.5,1084.778,1325.962,1328,759.375,1781.25,1071,1096.8,1145.222,892.625,640.333,798.5,2047.167,1171.875,1225.5,1014.125,887.583,1031.125,898.167,906.25,1725.833,995.385,901.75,854.6,893.688,735.4,1465.333,932.333,1495,1433.583,1699,1472.833,1441.833,1398.75,1559.083,1499.167,1340.75,836.667,1511.167,1439.5,1512.556,1286.833,1098.25,1381.667,1364.5,1005.75,1556.833,1229.125,963.167,1204.333,1519.667,745.333,1421.25,1216.5,2621.5,1912.917,1416.333,1369.875,2241.85,1015,1474.3
945,1570.125,1205.444,2220,2055,1011.667,837.667,2148,1052.625,988.75,1626.833,1067.75,649.455,1441.417,1141.4,613.958,1072.25,890.25,2118.75,2610.167,2092.75,1744.333,1400.062,1532.5,1065.125,2138.188,1961.833,1053.118,974.125,1461.9,1059.667,1329.667,1153,855.9,1097.111,1242.556,970.556,1047.5,1032.333,1885.417,1250.125,1136.667,1378.077,1356.333,766.625,1817.5,1072.875,1094.5,1111.667,933.5,596.167,779.5,2058.5,1156.875,1198.5,1042.5,902.667,1046.5,889.167,1005.25,1758.333,1007.346,956.125,884.6,860.25,709.5,1440.167,949.667,1538.625,1386.917,1682.875,1453.167,1459.833,1453.125,1600.5,1603.333,1348,826.667,1617.667,1474.25,1573,1371,1182.5,1414.083,1333.75,1006.5,1597.5,1274.625,993,1247,1494.667,766,1375,1146.625,2660.333,1990.25,1402,1365.5,2229.9,1125.667,1512.2
946,1547.625,1216.444,2248.4,2006.333,1076,844.167,2173.333,1027.75,963.375,1626.167,1025,600.636,1455.583,1135.6,616.583,1068.75,912.25,2166,2638.167,2073.625,1651.333,1386.938,1517,1074.5,2179.688,1926.167,1009.882,974.5,1457.9,1064.333,1367.889,1188,865.2,1085.111,1185.667,990.667,1080.5,1044.667,1858.583,1262.625,1141.333,1357.654,1372.333,751.625,1816,1098,1093.95,1135.556,874,620.333,799,2061.333,1160.812,1191,1065.125,921.167,1048,896.167,1018.25,1780.75,997.231,907.625,852.9,917.25,738.9,1386.333,917,1513.875,1397.333,1677.75,1484.667,1461.833,1428.125,1616.333,1597,1318.375,810.833,1643.667,1492.5,1584.556,1320,1034.5,1336,1363.625,960.75,1592,1219.875,970.167,1195.889,1459.333,756.167,1391.875,1225,2656,1977.667,1403.167,1397.25,2187.4,1132.667,1596.8
947,1586.5,1233.222,2226.2,1994.167,999,874.833,2166,1026.875,983.125,1608,1064.5,640.364,1405.667,1125.6,631.208,1077.25,897.438,2157.5,2624.167,2048.875,1642,1421.75,1468.667,1072.25,2158.312,1915.333,1023.941,1020.625,1465.9,1010.5,1359.778,1189.833,881.1,1099.778,1234.556,988.778,1086.5,1089.889,1848.417,1289,1139.222,1365.808,1347.667,722.375,1760.5,1061.375,1080.45,1125.222,901.25,621.583,812.25,2070.333,1143.75,1178.75,1005.625,916.417,1069,940.167,940.5,1769.25,983.654,944.5,877.8,856.062,746.2,1438.167,980.667,1576.5,1441.75,1676.25,1488.667,1415,1395.375,1612.5,1579.167,1367,814,1598.5,1536.375,1564.222,1406.167,1070.75,1368.583,1298.75,983.5,1552,1255.5,997.333,1206.778,1530.333,782.667,1376.875,1186.25,2650.25,1933.667,1439.667,1376.5,2212.9,1048.333,1537.5
948,1533.875,1205.333,2218,2005.5,1016.333,849.25,2151.167,1017.5,1019.875,1652.667,1022.5,610.091,1424.583,1085.6,645.167,1066.625,893.938,2141.625,2688.667,2034.875,1806,1401.812,1503.333,1061.125,2213.312,1957.917,1042.059,1017.5,1476.8,1103.167,1331.333,1190.5,863.4,1078.778,1211.778,999.556,1043.75,1048.778,1841.167,1241.25,1118.111,1356.769,1349.778,747,1738.25,1039.5,1080.8,1115.889,869.375,626.25,775.5,2069.5,1143.812,1205.75,1033.375,893.917,1073.75,905,1004.75,1764.167,983.577,937.625,878.4,875.5,753,1421.667,946.833,1525.75,1408.167,1659.625,1519.833,1413.5,1408,1577.667,1595.833,1353.25,810.667,1523,1440.5,1580.778,1446.333,1047.75,1375.917,1364.5,980,1567.5,1223.125,973.833,1236.444,1420,761.667,1422.375,1190.125,2612.083,1963.833,1442.667,1361,2206.65,1081.333,1464.7
949,1566.25,1196.667,2189.5,1983.333,996.833,856.583,2154.167,1059.75,1035.5,1608.5,990.25,642.091,1421.583,1133.4,631.5,1091.5,893.688,2118.75,2605.333,2030.125,1679.333,1380.75,1474.5,1053.25,2172.438,1942.917,1045.412,1028.5,1470.7,1035.333,1362.556,1177.333,847.5,1115.778,1215,996.333,1078.25,1084.444,1883.333,1207.875,1135.444,1348.846,1329.556,752.75,1773,1115,1088.1,1130.889,877.75,630.5,832.25,2094.5,1132.062,1234.75,1042.75,915.333,1047.625,891.333,950.75,1822.25,986.462,942.875,832.1,874.75,732.6,1394,1031.333,1591,1400.917,1752.875,1492.167,1445.333,1501.875,1573.75,1554.667,1356.875,795.5,1592.5,1433.875,1502.667,1358.333,1058,1360.083,1328,962,1569.5,1196,996.667,1198.222,1415.833,728.833,1396.375,1232.125,2645.833,2014.583,1420.167,1380.125,2215.8,976,1498.1
950,1520.625,1196.222,2208.8,1958.167,1042.333,867,2216.833,1066.625,1009.875,1614.5,1077.25,607,1450,1111.8,620.708,1110.5,912.375,2168.5,2604,2085.25,1644,1384.812,1458,1051.625,2201.938,1949,1038,1059.5,1439.1,1077,1354.778,1148.333,870.3,1049.889,1225.556,1000.889,1063.5,1030.444,1871.583,1256.375,1141.444,1353.808,1340.333,730.375,1820.25,1045.375,1091.6,1128.444,898.625,620.417,775,2056.5,1163.938,1180,1042.75,914.583,1032.625,902.667,974,1760.583,995.462,915.75,877.2,877.625,750.1,1365.833,951.667,1573.5,1389.417,1650.375,1577.667,1412.333,1436.625,1567.417,1600,1320.625,806.333,1557.833,1455.875,1563.111,1384.667,1006.5,1382.75,1360.5,1007.25,1618.5,1232.375,998.333,1188.778,1502.333,764.833,1388.375,1206.25,2618.25,2006.833,1440,1394.25,2226.75,1026.333,1517.6
951,1582.5,1244.556,2236.9,1973.167,1044.667,869.75,2176.167,1014.5,1008.125,1604.833,990,627.455,1434.75,1145,616.958,1084.625,921.375,2105.125,2549.667,2062.375,1759.667,1397.188,1476,1091,2164.75,1984,1023.294,998.125,1445.2,1058.667,1357.333,1205,859.3,1100.667,1220,951.222,1080.75,1066.333,1887.5,1250.75,1130.889,1345.769,1366.444,764.625,1755.75,1111.125,1087.4,1119,929.25,642.5,788,2070.833,1140.188,1205,1027.75,898.583,1047,899,947.25,1790.667,990.769,939.375,872.6,868.188,755.9,1416,1013,1601.5,1433.333,1671,1453.833,1472,1432.625,1579.417,1543.333,1330.375,826,1671.167,1476.75,1539,1371.667,1063.25,1343.917,1302.125,987,1604.333,1213.5,1001.333,1218.333,1458.5,746.667,1414,1214.125,2627.5,1988,1469.333,1359.375,2238.7,1023.667,1537.2
952,1545.5,1195.333,2198.2,1953.167,1023.5,837.417,2219,1026.875,1018.75,1593.333,1023.25,647.818,1435.667,1165.8,631.792,1062.25,895.812,2166,2627.5,2059.25,1790.667,1389.5,1484.667,1074.25,2171.812,1976.167,1046.823,1002.125,1426.8,1081.333,1356.889,1168.5,883.1,1064.444,1187.222,981.444,1076.5,1031.111,1872.083,1246.375,1127.778,1329.923,1351.667,757.625,1758.75,1099.375,1087.2,1118.556,926,657.917,794.75,2047.333,1155.562,1243.5,1043.125,883.833,1048.625,924.167,950.25,1785.083,965.115,917.875,873.9,880.625,735.9,1394.833,983.5,1557,1359.5,1713,1454,1432.833,1420.5,1613.417,1557.333,1306.625,803.333,1623.333,1479.75,1578.111,1363.333,1055.25,1372.75,1319,1016,1612.167,1234.75,956.667,1166.778,1483.5,774.333,1377.75,1193.625,2672.333,2024.833,1448.833,1407.625,2211.45,1079.667,1491
953,1592.875,1238.111,2219.1,1965.667,1029.167,876.75,2195,1066.125,999.25,1611.5,989,620.273,1486.75,1092.4,600.5,1068.875,884.875,2158.125,2657.5,2057.375,1628,1382.938,1415,1080.5,2166.5,1931.417,1015.941,1022.25,1481.6,1060.167,1348,1165.833,856.7,1062.333,1228.333,981.778,1032,1029.111,1857.75,1254.875,1159.444,1360.577,1345,764.25,1773,1111.125,1090.85,1106.667,938.125,650.167,761.5,2049.5,1144.25,1202.5,975.875,902.667,1011.375,926.5,944.5,1779.75,980.769,939.75,869.7,870.688,739.2,1444.333,1027.833,1541.625,1369.75,1723.125,1548.167,1419.5,1411.875,1625.167,1591,1365.625,868,1592.167,1391,1602.333,1347.5,1089.75,1378.833,1341.5,993,1609.333,1230.5,1009.833,1152,1467.833,776.833,1368.875,1176.125,2638.75,1961.917,1410.667,1342.125,2209.85,1019.667,1564.5
954,1583.5,1200.111,2189.8,2020.667,1003.167,874.5,2185.833,1049.625,991.75,1602.333,1057.75,605.455,1401.333,1118.4,611.042,1035.125,880.188,2142.875,2623.5,2079.125,1761,1403.812,1457.333,1061.625,2157.812,1929.417,1037.941,1015.5,1445.7,1099.5,1312.778,1171.5,863.1,1058,1253.333,966.778,1042.75,1029.333,1881.333,1216.125,1145.889,1370.885,1371.222,748.625,1816.75,1083.125,1101.35,1172.222,876.75,628.833,834.25,2032.167,1157.625,1237.75,1020.375,917.917,1047.375,950.667,943,1747.083,996.538,907.75,883,859.062,749,1423.667,890.5,1552.875,1389.667,1637.75,1559.5,1419,1514.625,1558.417,1632.833,1333.5,809.5,1661.167,1444.875,1552.222,1382.667,1131.25,1383,1307.375,1053.25,1583.833,1246.875,960.667,1230.222,1524.167,751.5,1361.5,1230.375,2682.167,1962.5,1430.667,1421.125,2219.75,1011,1511.4
955,1561.5,1245.111,2217.3,1969.333,1024.667,876,2170.5,1049.875,992,1608.667,1044.5,601.545,1429.5,1164,614.542,1087.375,902.812,2153,2602.333,2086.375,1685,1390.562,1451.833,1080.5,2150.562,1976.333,1059.412,1036.375,1438.3,1092,1347.556,1144.833,881.5,1031.111,1215.778,981.556,1026.25,1054.667,1875.083,1237.625,1106.667,1358.923,1332.111,753.5,1736.75,1094.5,1091.55,1139.667,866.25,647.583,857.25,2040.5,1140.375,1175.75,1047.75,877.5,1064.5,903.667,938.75,1764.25,984.462,929.75,857.7,862,740.6,1478.667,895,1592.75,1454.417,1635,1493.167,1422.333,1512,1568.083,1617.5,1326.25,862.667,1613,1449.25,1586.333,1380.667,1065,1352.75,1335.125,959.25,1565.667,1265.875,984.167,1218.889,1481.167,746,1393.125,1148.125,2665.083,1985.083,1472.167,1392,2206.95,1082,1500.6
956,1581.125,1246.444,2222.6,1999,995.5,843.083,2138.667,1031.625,1008.75,1691,1081,607.455,1465.833,1159.8,627.583,1109,939.125,2147.5,2641.5,2101.25,1694,1401.5,1526,1042.5,2165.562,1937.5,1054.706,1015.875,1473.8,1050.5,1368.111,1168.5,837.1,1066.222,1201.222,963.111,1036.75,1040.333,1885.5,1237.375,1099.667,1350.923,1376,746.625,1723.75,1041.25,1080.25,1116.111,909.375,627.167,788.75,2017.5,1133.062,1159.75,991.875,909.667,1004,885.833,911.75,1750.75,985.692,902.875,848.7,900.625,730.5,1405.833,920.333,1587.75,1350.75,1752.625,1554.833,1446.167,1489.25,1562.167,1631.667,1345.125,816.667,1581.833,1495.125,1522.111,1312,1053.75,1383.75,1362.625,985.75,1638.167,1224.875,977.333,1201.667,1423.167,770.5,1399.625,1176.5,2575.75,2014.5,1421.333,1372.375,2227.3,981.667,1523.6
957,1563.875,1221,2172.3,1922.833,1019.167,847.833,2142.333,1061,1029.75,1594.167,1034,597.909,1440.5,1102.4,608.417,1079.25,881,2192.875,2600.333,2063,1656.667,1385.438,1481,1041.25,2187.875,1941.5,1015.118,1026,1470.8,1110.5,1335.222,1198.833,862.9,1124.222,1180,932.556,1054,1062.222,1879.083,1268.25,1151.333,1367,1342,743.375,1760.75,1069.875,1106.25,1112,881.5,618.5,770.25,2059.333,1128.312,1252.25,1057,869.667,1040.375,952.667,988.75,1754.667,976.846,927.875,840.7,898.688,735,1493.833,951.333,1574.875,1419.167,1664.625,1441.167,1391.5,1446.875,1508.917,1576,1324.875,837.333,1610,1471.25,1538.778,1364.5,1111.75,1375.25,1305,989.5,1548.167,1273,975.667,1213.778,1456.167,763.667,1370.125,1193.25,2589.167,2013.333,1419.5,1368.75,2200.5,1002,1534.2
958,1511.5,1184.111,2217.3,1889.5,1007.333,843.5,2172.667,1034.625,1051.25,1631.833,955.5,580.636,1417.833,1159.2,624.208,1081.25,900.938,2115.75,2594.333,2088.5,1710.667,1363.375,1472,1044.875,2187.625,1972.833,1028.118,1008.75,1447,1064.5,1351.667,1151.5,873.5,1050.444,1215.556,979.444,998.25,1001.556,1869.667,1210.375,1151.556,1353.5,1387,709.75,1792.5,1083.625,1092.05,1131.889,921.125,619.5,790,2115.333,1134.75,1192.5,1022.25,884.75,1052.875,875.667,997.5,1775.417,976.423,924.375,902.5,849.25,732.5,1403.667,925.667,1527.375,1410.167,1703.875,1448.167,1396,1452.875,1649.833,1548.5,1300.625,862,1623.667,1477.875,1598.222,1370,1107,1350.583,1363,954.5,1583.5,1245.5,986.5,1217.667,1434.5,788.333,1364.75,1230.25,2645.917,1982.333,1397.667,1393,2231.45,972.667,1518.3
959,1541.75,1222,2241.8,1980,1059.5,867.75,2153,1018.25,984.875,1626.333,993.25,623.818,1426,1102.2,622.875,1041.375,893.125,2113.875,2606.667,2058,1663,1389.812,1461.833,1062.375,2180.125,1954.917,1037.588,976.25,1436.4,1074.333,1343.889,1177.333,866.1,1085.222,1221.333,926,1037.5,1061.444,1863.417,1248.875,1168.333,1343.923,1347.889,742.375,1876.5,1046.875,1102.85,1160.778,896.75,627,784,2085.833,1155.062,1227.25,1048.375,896.167,1019.75,883.667,993.5,1778.583,989.231,908,865.5,889.688,712.4,1467.5,979.667,1509.75,1375.417,1729.5,1515.167,1434.167,1429,1539.083,1643.833,1374.125,814.167,1601.333,1488,1545.111,1425.667,1079,1386.75,1331,997.25,1594.833,1247.375,968.333,1209.556,1487.167,726.333,1371.5,1199.125,2631,1967.5,1415.167,1366.5,2214.55,960.333,1528.5
960,1619.125,1192,2245.3,1948.833,1021.833,853.667,2227,1061,1009.875,1655.667,1057.75,587.545,1484.417,1127.4,606.292,1088.25,882.688,2195.375,2609,2116,1614.667,1386.562,1479.167,1048.5,2163.125,1943.917,1017.176,1052.875,1431.7,1069.833,1324.222,1178.833,867.6,1058.222,1214,939.556,1042.5,1037.444,1881.25,1237.25,1115.222,1377.769,1356.889,762.5,1728.5,1071.125,1114.6,1143.111,890.75,624.75,834,2022.833,1147.812,1211.5,1028.25,917,1041.625,891.5,954.75,1772.333,991.577,887.5,872.9,896.75,706,1407.833,987.5,1471.75,1424.333,1700.875,1423,1374.167,1401.25,1616.083,1597.667,1289.5,838.167,1570,1479.5,1544.111,1370.5,1098,1343.583,1349.875,1022,1555.167,1262.125,1013.333,1183.333,1452.667,746.333,1391.5,1215.75,2653.083,1960.417,1443,1363.875,2215.35,984,1500
961,1563.875,1190.778,2198.6,1921.333,986.833,845.75,2146,1048.125,1011.5,1623,1034,618.727,1396,1183.8,613.292,1069.875,896.312,2180.625,2583.833,2065.25,1675,1404.188,1545,1043.25,2146.312,1961.083,1047.941,994,1441.8,1080.333,1351.667,1164.667,877.2,1071,1215.222,926.444,1061.25,1065.444,1858.083,1215.25,1130,1339.577,1348,757.25,1777.75,1056.5,1096.3,1114.889,906.5,636.083,810.25,2057.833,1136.125,1238.25,1034.25,886.583,1020.5,888.833,986.25,1765.167,990.269,905.375,853.6,895.062,743.5,1447.833,968.5,1538.375,1407.583,1666.5,1455.833,1425.833,1480.875,1536.25,1598.333,1375.875,806,1579.167,1465.625,1542,1348.333,1092.75,1368.083,1316.625,1051.25,1530.667,1264.875,970,1200.111,1448,738.167,1420,1184.125,2682.083,1954.917,1485.333,1372.375,2237.55,1039.667,1504.7
962,1570.875,1184.889,2218.1,1946.167,1029,856.917,2236.667,1067.875,994.5,1607.5,1056.25,635.364,1424.5,1121,612.292,1050,882.75,2129.625,2579.667,2082,1651.333,1367.5,1509,1070.125,2153.25,1944.583,1039.471,1046.75,1458.8,1095.667,1328.444,1157.333,854.8,1110.444,1210.222,945.778,1035.75,1020.444,1862.083,1209.5,1117.333,1358.577,1363.222,722.5,1796.25,1059.875,1103.05,1106.222,881.125,621,772.5,2133.167,1178,1198,1050.125,891.583,1036.75,867.667,910,1787.25,1008.654,899.125,869.3,867.375,724.2,1422.167,915.167,1600.25,1400.5,1703.375,1534.5,1375.5,1461.25,1603.833,1606.5,1315.75,826.167,1642.833,1510.625,1592.667,1417.667,1020.75,1396.25,1282,1002.25,1551.833,1233.625,964.167,1220.111,1490,746.333,1407.875,1208,2702,1955,1461,1386,2196.45,1045,1533.9
963,1517.5,1181,2244.8,1992.167,1039,818,2157.333,1075.125,987.25,1633.833,1052.5,608.455,1478.5,1195.6,600.167,1066.375,870.25,2149.125,2616.167,2059.75,1758.333,1403.688,1488.333,1094.875,2163.688,1924.833,1028.235,1012,1419,1124.167,1338.444,1144.333,875.7,1078.556,1187.111,908.444,1004.25,1068.556,1879.5,1224,1106.333,1345.654,1342.556,724.375,1735.25,1079.125,1120.55,1146.556,867.375,624.083,818.5,2054.833,1139.5,1167.75,1039.375,933.833,1014.25,910.833,954.5,1784.333,992.654,887.375,881.5,887.75,728.9,1459.5,967.167,1491.375,1359.333,1647.75,1525.833,1426.5,1509.375,1606.167,1626.5,1352.75,864.833,1522.167,1428.5,1527.778,1320.833,1099.5,1371.667,1338,969.5,1618.5,1240.75,943.833,1211.333,1421.833,749.333,1382.875,1196.375,2662,2002.417,1391.333,1401.75,2213.1,1059,1480.9
964,1527.25,1204.111,2225.9,1938.5,1060.5,852.25,2078.833,1045.5,1005.375,1624,1045.25,608,1440.25,1126,614.917,1065.5,907.75,2165.25,2551,2082,1647.333,1384.5,1489,1073.625,2216.688,1923.417,1039.647,1022.75,1464.8,1062.833,1372.889,1127.167,876.5,1108.333,1202.222,944.556,1038.25,1067.889,1884.167,1235.625,1119.889,1335.115,1355.778,753,1752,1075.375,1094.7,1123.889,852.875,618.667,819.75,2046.667,1180.812,1179.5,1042.5,903.417,1058.75,918.667,898.25,1794.917,994.231,880.5,857.5,873.875,744.2,1420.5,940.167,1550.625,1430.667,1694.375,1548.833,1382.667,1451.25,1662.5,1553,1309,814.5,1565.167,1416.125,1598.889,1342,1144.5,1367.583,1352.75,1018.25,1614.667,1231,965.833,1226.667,1461.167,751.667,1386.125,1206,2625.25,1972.167,1431,1342.125,2222.1,1111.333,1527.9
965,1544.75,1223.333,2204.1,1980,1019.5,871.75,2172.167,1049.375,998.375,1656.833,967.75,610.727,1430.5,1188.2,609.5,1037.375,893.875,2138.25,2608.333,2029.625,1677,1389.438,1492,1025.125,2179,1947.167,1036.529,1008.75,1445.1,1089.5,1327.222,1199.333,853,1098.111,1182.556,924.333,1036,1052.778,1865.417,1218,1160.778,1352.962,1380.333,732.125,1702,1067,1116.8,1133.111,849.625,634.083,801.5,2009.5,1138.25,1259,1065.5,897.667,1009.375,899.833,972,1798.667,994.038,935.25,844.6,884.25,731.1,1414.833,998.833,1550.25,1402,1598,1471.167,1351,1463.375,1567.083,1572.833,1352.375,842.333,1556.833,1423.625,1510.111,1426.167,1018.75,1395.5,1279.5,1008.5,1614.833,1285.5,962.5,1199.111,1416.167,760.167,1357,1193.25,2602.083,1974.167,1468.667,1389.75,2219.2,1032,1495.4
966,1509,1189.778,2215,1967.167,1010.5,848,2159.167,1088.875,979.875,1624.667,1021.5,608.364,1423.25,1153.4,622.583,1054.5,900,2137,2644.833,2094.375,1653.667,1408.5,1491,1050,2125.25,1959.917,1044.118,984.5,1441.4,1076.167,1390.444,1183.167,877.1,1039.889,1214.222,956.556,980.75,1046.222,1867.833,1215.5,1106.333,1356.385,1370.111,718.875,1741.75,1067.25,1104.85,1129.222,870,606.25,779.75,2049.667,1097.875,1241,993.125,904.583,1037.875,878,929.5,1729.417,994.231,886.5,881,883.188,733.7,1398,980.833,1550.5,1388.917,1744.375,1460.667,1384.667,1396.375,1578.083,1608.667,1338.625,832.167,1572,1438.75,1573.889,1340.167,982,1366,1317.875,962.25,1600.5,1239.875,987.167,1196.222,1461,716.833,1405.25,1179.125,2647.833,1950.5,1368.667,1381.875,2202,1137.667,1482.7
