Frame,CS6B7nn_ROI1,CS6B7nn_ROI2,CS6B7nn_ROI3,CS6B7nn_ROI4,CS6B7nn_ROI5,CS6B7nn_ROI6,CS6B7nn_ROI7,CS6B7nn_ROI8,CS6B7nn_ROI9,CS6B7nn_ROI10,CS6B7nn_ROI11,CS6B7nn_ROI12,CS6B7nn_ROI13,CS6B7nn_ROI14,CS6B7nn_ROI15,CS6B7nn_ROI16,CS6B7nn_ROI17,CS6B7nn_ROI18,CS6B7nn_ROI19,CS6B7nn_ROI20,CS6B7nn_ROI21,CS6B7nn_ROI22,CS6B7nn_ROI23,CS6B7nn_ROI24,CS6B7nn_ROI25,CS6B7nn_ROI26,CS6B7nn_ROI27,CS6B7nn_ROI28,CS6B7nn_ROI29,CS6B7nn_ROI30,CS6B7nn_ROI31,CS6B7nn_ROI32,CS6B7nn_ROI33,CS6B7nn_ROI34,CS6B7nn_ROI35,CS6B7nn_ROI36,CS6B7nn_ROI37,CS6B7nn_ROI38,CS6B7nn_ROI39,CS6B7nn_ROI40,CS6B7nn_ROI41,CS6B7nn_ROI42,CS6B7nn_ROI43,CS6B7nn_ROI44,CS6B7nn_ROI45,CS6B7nn_ROI46,CS6B7nn_ROI47,CS6B7nn_ROI48,CS6B7nn_ROI49,CS6B7nn_ROI50,CS6B7nn_ROI51,CS6B7nn_ROI52,CS6B7nn_ROI53,CS6B7nn_ROI54,CS6B7nn_ROI55,CS6B7nn_ROI56,CS6B7nn_ROI57,CS6B7nn_ROI58,CS6B7nn_ROI59,CS6B7nn_ROI60,CS6B7nn_ROI61,CS6B7nn_ROI62,CS6B7nn_ROI63,CS6B7nn_ROI64,CS6B7nn_ROI65,CS6B7nn_ROI66,CS6B7nn_ROI67,CS6B7nn_ROI68,CS6B7nn_ROI69,CS6B7nn_ROI70,CS6B7nn_ROI71,CS6B7nn_ROI72,CS6B7nn_ROI73,CS6B7nn_ROI74,CS6B7nn_ROI75,CS6B7nn_ROI76,CS6B7nn_ROI77,CS6B7nn_ROI78,CS6B7nn_ROI79,CS6B7nn_ROI80,CS6B7nn_ROI81,CS6B7nn_ROI82,CS6B7nn_ROI83,CS6B7nn_ROI84,CS6B7nn_ROI85,CS6B7nn_ROI86,CS6B7nn_ROI87,CS6B7nn_ROI88,CS6B7nn_ROI89,CS6B7nn_ROI90,CS6B7nn_ROI91,CS6B7nn_ROI92,CS6B7nn_ROI93,CS6B7nn_ROI94,CS6B7nn_ROI95,CS6B7nn_ROI96,CS6B7nn_ROI97,CS6B7nn_ROI98,CS6B7nn_ROI99,CS6B7nn_ROI100
160,1830,1518.444,2396.1,2218.5,1148.333,922.083,2405.5,1100.875,1067.5,1774.667,1414.75,676.455,1708,1353.2,705.667,1113.125,963.625,2292,2846.667,2325,1779.667,1496.062,1570.833,1186.5,2261.062,2034.333,1142.882,1127.625,1484.7,1187.5,1449.778,1227.833,1136,1334,1130.444,973.222,1068,1298,2132,1438.625,1284.111,1458.269,1409.444,1257.75,1994.5,1184.625,1161.7,1248.444,936.625,682.917,877.5,2247.833,1312.75,1374.75,1152,970,1059.25,991.667,1019.25,1922.833,1080.692,1036.625,985,1001.188,789.4,1478.667,1101.667,1625.625,1459,1723.5,1602.667,1449,1462.5,1681.583,1569,1496.25,862.833,1785.667,1474,1591.111,1360.5,1105.25,1458.583,1300.5,954.75,1577.167,1297.125,1096.833,1265.778,1550,923.167,1522.375,1357,3010.083,2208.667,1635.5,1328.375,2359.65,1246.333,1728.6
161,1852.125,1502.667,2400.4,2206.5,1144,937.5,2338.833,1086.75,1088.125,1753.5,1481.25,662.727,1664.917,1333,721.208,1125.5,951.125,2275.125,2833.667,2348.125,1813,1503.375,1582.167,1149.75,2322.188,2052.417,1129.647,1107,1508.5,1178.667,1518.111,1264.333,1153,1312.667,1112.556,1054.333,1162,1289.556,2077.833,1383.625,1321.778,1444.385,1397.778,1249.125,1996.25,1174.5,1164.1,1206.222,973.125,698.333,873,2241.833,1277.25,1334,1178.375,978.167,1140.625,1052.333,981,1906.583,1088.654,1057,1017.2,989.125,813,1513.167,989.5,1592.625,1480.667,1776.875,1595.667,1524.167,1423.875,1679.083,1537.667,1480.5,865.5,1699.667,1462.375,1607.333,1394.667,1121.25,1464.917,1283.125,917.25,1557.5,1269.625,1113.833,1279.556,1567.833,904.333,1560.5,1332.875,3002.833,2192.5,1662.833,1381.875,2317.85,1312,1701.2
162,1821,1471.778,2369,2140.333,1136.333,906.583,2480.667,1133.5,1026.25,1778.833,1434.25,666.636,1664.583,1399.8,714.375,1159.125,967.062,2239.875,2822.167,2317.375,1725.667,1495.562,1540.333,1213.875,2306.938,2009.417,1168.059,1128.5,1478.1,1154.333,1479.333,1254,1150.6,1345,1128,1006.333,1148.25,1261.667,2148.083,1359.375,1285.444,1440.115,1448.889,1281.625,1951,1147.25,1191.95,1190.222,947.875,690.333,924.25,2221.5,1325.812,1320,1151.125,986.333,1127.875,1040.667,995.25,1985.167,1064.308,1111.125,1031,1002.188,838.4,1488.167,1091.833,1523.625,1460.25,1761.25,1549.5,1439.5,1480,1763.25,1558.833,1464.375,914,1772.167,1481,1542.111,1324.167,1083,1434.167,1371.5,978.5,1513.667,1267.375,1129.5,1328.222,1618.667,867.667,1560,1374.625,3013.25,2209.333,1660.5,1323.375,2319.3,1328.667,1759.1
163,1876.75,1486.778,2408,2203.667,1130.167,916.75,2412.667,1112,1064.125,1754.667,1367.25,662.818,1673,1368.2,713.042,1125.625,980.438,2244.25,2796,2328.375,1783,1513.062,1530.833,1199.5,2294.625,2044.25,1157.412,1132,1484.3,1177.167,1494.667,1234.333,1143.7,1288.667,1113.889,1041.111,1123,1287.556,2153.083,1422.5,1320.667,1436.346,1397.222,1281.75,1957.75,1138.625,1170.25,1224.556,926.75,668.417,937,2277.667,1295.312,1302.5,1167.25,979.917,1114.125,997,954.75,1975.25,1082.192,1062.5,1017.1,1014.062,791.9,1568,1090.167,1573,1441.25,1723.25,1560.167,1441.5,1516.25,1678.667,1534.833,1529,918.333,1769.5,1503.375,1585.111,1283.833,1102.25,1460.417,1302.375,938.75,1518.833,1315.875,1125,1298.667,1586.167,877.167,1545.625,1370,2995.167,2236.5,1632.833,1290,2323,1429.333,1708.6
164,1872.125,1466.444,2404.1,2162.667,1154.5,898.583,2433.333,1126.625,1044.5,1815,1374.5,659.545,1669.083,1320.6,746.583,1157.75,966.562,2259.625,2807.333,2263.5,1780.667,1523.75,1519.333,1201.25,2282.562,2018.25,1175.647,1134.875,1457.9,1179.833,1472.889,1239.333,1150.5,1324.667,1154.333,1040.667,1077,1266.333,2140.5,1427,1289.333,1450.077,1404,1303,2033.5,1193.375,1155.75,1226.556,943.125,718.083,870.5,2217,1315.812,1286,1171,982.083,1079.875,1001.167,953.25,1939.083,1080.769,1039.625,995.8,1001.125,797.8,1511.167,1034.333,1572.625,1466.833,1766.125,1541.333,1458.333,1461.125,1707.833,1501.667,1495.875,904.833,1720.667,1542,1571.556,1356.833,1064,1446.917,1370.125,929.5,1477,1279.75,1047.833,1282.667,1551.667,889.333,1522.25,1358,3023.25,2192.417,1664.167,1334.375,2347.3,1349,1728.9
165,1884.75,1467.333,2410.4,2155,1144.333,937.25,2408.667,1107.5,1067.5,1749.833,1397,673.364,1659.833,1355.4,711.958,1127,935.188,2222.5,2858.333,2336.375,1802,1490.625,1487.833,1178.75,2269.875,2033.25,1157.059,1134.875,1498.4,1207,1485.556,1271.167,1165.7,1318.889,1119.778,1018.778,1083,1280,2121.917,1408.125,1293,1451.077,1395.111,1267,2015.25,1164.75,1140.8,1218.444,959.75,685.25,882.75,2202.833,1320.188,1279,1116.375,1002.167,1109.75,1014.667,980.25,1925.75,1083.692,1059.375,1030.2,1006.938,806.9,1516.667,1048.833,1574.25,1502.167,1756.75,1565.667,1453,1486,1695.833,1539.5,1487.25,873,1682.167,1527.625,1604.111,1395.667,1137.75,1504.5,1307.5,953.25,1548.833,1304.25,1104.333,1284,1636.167,899.333,1566.875,1376,2974.917,2229.667,1632.667,1346.5,2320.1,1398.667,1671.3
166,1877.125,1462.889,2387.5,2189.833,1164.5,927.417,2423.833,1117.625,1063.375,1757.167,1397.25,675.091,1656.583,1350.4,701.333,1091.125,959.688,2283.75,2835.5,2343.5,1795.667,1491.125,1568,1187.625,2309.375,2051.417,1154.294,1159,1495.7,1148.333,1448.222,1199.333,1152.5,1368.556,1165.333,1029.667,1064.5,1328.333,2118.833,1411.5,1255.778,1435.385,1391.444,1320.875,2034.75,1169.375,1138.9,1174,993.625,664.833,897.5,2219.333,1319.062,1277.25,1159.375,967.5,1116.5,1028.5,1027.5,1963.917,1078.308,1060.875,1011.3,995.75,782,1468.833,1075.167,1533.125,1445,1748,1596.667,1449,1451,1684.917,1478.167,1470.125,860.667,1729.167,1534.75,1609.778,1351.667,1070.75,1472.75,1362.375,931.25,1545.667,1241.25,1118,1272.778,1578.667,883,1513,1347,3001.917,2179.333,1683.833,1316.375,2316.85,1339.333,1672.8
167,1815.375,1483.778,2377.2,2180,1156,928.167,2435.5,1121.375,1057.375,1789.833,1374.75,666.545,1637.833,1307.4,726.958,1116.125,949.125,2209,2834.333,2331.25,1799.667,1500,1581.167,1185.125,2292.25,2018.833,1153.118,1138.25,1511.3,1180.667,1468.556,1250,1176.1,1303.333,1165.667,1005.111,1109.5,1269.111,2115.167,1454.75,1327.556,1453.577,1400.222,1267.875,1996.25,1158.875,1178.6,1170.556,941.5,691.417,943.5,2284.833,1297.438,1241.75,1162.625,962.167,1091.375,1042.667,977,1923.917,1082.038,1058.875,1022,987.938,797.4,1486.833,1053.833,1563.75,1442.667,1820.25,1552.167,1485.833,1501,1625.667,1507.5,1512.25,888,1705,1551.375,1602.222,1375.167,1097,1452.333,1348.375,951.75,1557.167,1273.75,1101.167,1310.667,1576.333,893.833,1545,1388.25,2992.333,2198.75,1658.833,1366.75,2296,1313,1724.3
168,1857.75,1512.556,2317,2204.833,1170,933.583,2438.667,1112.375,1042.375,1803,1405.5,646.182,1656.167,1361.4,712.25,1115.25,947.688,2210.75,2826.833,2332.5,1773.333,1506.75,1564.667,1151.375,2296.812,2044.333,1147.118,1156.5,1485.2,1190.333,1493,1243.833,1156.7,1319.111,1131.556,1036.889,1114,1282.222,2108.417,1394.25,1299.444,1454.154,1401.111,1283.5,1968.5,1163.5,1168.05,1198,942.25,707.167,924.75,2275,1294.062,1291.75,1094,974.333,1102.5,1035,950.75,1920.333,1095.692,1068.5,990.3,980.312,813.9,1553,1037,1572.875,1450.917,1839.625,1565.167,1468.167,1504.75,1649.083,1618,1506.125,883.667,1801.167,1465.875,1596.333,1282.333,1100.75,1477.333,1338.5,896.25,1478,1286.75,1077.833,1309.444,1568.333,829,1522.5,1335,2949.5,2185.917,1664,1280.125,2338.6,1364.333,1750.8
169,1873.375,1442.556,2432.2,2138,1153.167,940.917,2472.833,1138.125,1085,1753.5,1409.75,663.909,1682.083,1304.6,739.375,1166.25,959.25,2241.75,2825.667,2351.875,1770.333,1483.812,1539,1263.375,2307.062,2081.083,1186.882,1137.75,1507,1163.5,1529.889,1269.667,1144.8,1339.222,1132,1063.889,1114.25,1270.333,2126.833,1359.625,1294.889,1457.615,1413.667,1272.375,2031.25,1130.125,1178.75,1183.111,929.125,670.583,912,2266,1308.125,1260.75,1149,985.083,1066.25,1007.5,1000.25,1907.083,1086.423,1090.75,1021.5,994.375,828,1498.833,1083.667,1620.875,1465.25,1765,1557.167,1496.167,1581,1694.5,1520.833,1458.625,912,1699.833,1510.125,1598,1334.833,1089,1467,1290.75,960.25,1606,1234.375,1099.833,1300.444,1578,897.833,1543.125,1383.5,2962.917,2166.75,1632.167,1308.625,2293.25,1350.333,1729.2
170,1907.625,1524.111,2378.1,2176.833,1172.667,949.333,2431.167,1111.5,1066.625,1822.5,1422.25,665.273,1695.5,1308.2,707.25,1090.375,937.688,2257.875,2827.5,2331.5,1797.333,1497.938,1506.5,1209.125,2291.625,2037.5,1144.647,1143.375,1445.3,1168.833,1468.556,1245.5,1129.9,1338.222,1158.111,1036.667,1105.25,1264.333,2115.333,1404.625,1268,1436.462,1393.222,1303.75,2014,1179.875,1153.2,1160.333,940.375,679.417,902.25,2235,1331.438,1313.5,1180.375,1020.333,1056.25,1010,976.5,1932.583,1056.115,1088.625,1021.4,978.875,818.3,1514.667,1068.667,1565.25,1511.333,1748.375,1534.333,1468.333,1587.5,1737.25,1530,1499.125,870,1778.167,1506.125,1622.667,1296.667,1106.75,1465.25,1346.875,983.25,1599.833,1221,1082.167,1257.778,1597.833,835.333,1532.25,1411.25,2977.667,2134.583,1621,1314.875,2325.1,1361,1684.9
171,1855.875,1494.444,2316.2,2228.333,1130.333,938.583,2417.667,1140.75,1040.75,1749.333,1353.5,650.909,1652.417,1304.2,726.625,1162,949.375,2264.125,2824.333,2330.5,1735,1480.5,1565.833,1197.5,2300.312,2076.167,1166.941,1160.875,1475,1157.833,1464.778,1236.333,1134.9,1338.667,1100.111,1065.556,1096.5,1322.667,2115.25,1426.5,1283.222,1442.346,1442.889,1290.125,2011.25,1173.375,1163,1211.667,972.25,686.25,925.5,2255.5,1318.188,1234.5,1145.125,974.5,1096.25,1023.5,991.75,1954.583,1077.308,1083.125,1024.9,997.562,781.3,1512.667,1095.833,1579.25,1478.333,1817,1641.833,1405.167,1502.75,1714,1569.667,1450,858.667,1731.333,1503.75,1544,1371.833,1148.5,1477.917,1339.5,961.75,1599.167,1255.875,1124.5,1326.222,1600.667,889.667,1513.25,1320,2998.5,2168.083,1636,1323.75,2328.95,1405,1682.2
172,1819.875,1451.667,2346.6,2187.333,1148.167,959.333,2360.667,1122,1066.5,1815.167,1405.25,684.182,1646.083,1346.4,722.208,1143,955.312,2238,2848.333,2323.25,1729.667,1536.5,1628.833,1186.375,2280.188,2021.917,1154.882,1143.75,1510.4,1153.5,1464.444,1258.833,1159.1,1333.556,1115.444,1067,1062.25,1296.333,2121.667,1415.5,1284.556,1440.154,1419.111,1327.875,2031.5,1165,1187.15,1212.444,953.75,661.75,927.75,2230.667,1290.938,1315.5,1217.75,989.917,1104,1001.5,1017.5,1939.583,1087.462,1059.5,994.9,993.188,791.1,1495,1137.167,1614.5,1487.833,1820,1603.333,1458.167,1528.375,1711,1523.167,1508.625,868.333,1796.833,1503,1614.222,1362.833,1153.75,1448.417,1330.125,991.5,1523.333,1257.625,1101.333,1298.556,1562.667,877.833,1548,1334.625,3010.667,2177.833,1600.167,1341.25,2325.05,1401,1728.9
173,1869.75,1472.222,2393,2166.5,1161.667,949.417,2508.333,1130.25,1056.625,1783,1404.25,649,1656.083,1374.6,728.125,1169.75,991.562,2283.875,2813.333,2314.875,1802.333,1520.375,1555.833,1256.5,2313.375,2073.417,1134.059,1167.5,1531,1176.833,1507,1273.167,1185.1,1329.444,1129.333,1078.667,1070.75,1305.556,2090,1413.125,1273.444,1443.5,1383.778,1331.25,2018.75,1113.375,1184.15,1212.222,937.875,675,874,2219.833,1271.188,1282.75,1177.75,1011.333,1110.75,1031.5,1001,1942.5,1085.231,1051,986.9,1000.562,798.1,1518,1111.167,1560.75,1430.5,1798.25,1607,1456.167,1512.5,1677.417,1568.5,1502.375,854.667,1688.667,1529.875,1602.778,1390,1112.5,1480.667,1350.75,926.75,1515.333,1260.25,1102.5,1215.444,1552,823,1556.25,1323.5,3013.25,2219.667,1621.167,1343.25,2339.1,1268,1679.7
174,1844.125,1496.778,2369.9,2149.167,1128.667,917.5,2391.5,1098.125,1074.375,1804.667,1431.5,664.273,1619.833,1316.2,706.375,1118.625,950.562,2213.625,2780.833,2336.375,1803.333,1500.938,1572.667,1201.125,2290.125,2065.417,1136.235,1136.25,1487.8,1152.333,1469.222,1248.167,1149.5,1342.222,1127.111,1046,1048.5,1289.778,2086.583,1419.875,1250.222,1444.154,1392.889,1344.125,2056,1147.125,1147.85,1216.778,962.5,694.25,848.75,2287.167,1293.812,1262.75,1152,1007.083,1099.125,1007.333,1033.25,1983.583,1063.5,1053.375,1057.7,977.438,804.3,1474.333,1120.833,1637.25,1467.583,1759.625,1621.333,1392.167,1458.375,1596.917,1568.833,1510.875,860.5,1740.833,1572.75,1614.444,1318.667,1183,1493.917,1342.375,1012,1562,1301.125,1153.5,1332.667,1618,881.833,1531.5,1329.25,3000,2167.417,1583.667,1278.75,2356.1,1312,1754.9
175,1877,1471.778,2380.2,2205.167,1135,947.5,2499.667,1154,1016.875,1791.667,1426,651,1679.5,1304.8,713.875,1118.625,945.188,2207.75,2842,2320.75,1731,1500.312,1518,1172.875,2317.312,2066.75,1143.529,1169.25,1485.9,1185,1478.111,1224,1163.2,1336.778,1119.667,1029.222,1043,1256.667,2092.417,1398.25,1255.222,1475.962,1424.222,1325.875,1934.25,1168.625,1149.8,1213.778,936,667.5,890.5,2255.667,1296.438,1310,1160.75,993.667,1087.875,1008.333,1028.5,1947.583,1079.308,1060.5,995.8,1000.812,810.9,1482.833,1070.667,1634.25,1492.583,1826.875,1529.333,1494.5,1444.25,1696.083,1565,1554.25,841.667,1744,1557.875,1627.111,1333.5,1179.75,1438.583,1345.25,1022.75,1551.667,1230.625,1126.667,1305.778,1553,844.167,1525.25,1369.25,3016.917,2121.333,1629,1379.75,2327.15,1338.333,1643.2
176,1838,1484.889,2392.2,2214.833,1125,933.083,2389.333,1142.125,1085.875,1746.333,1431.5,659.273,1684.167,1362.6,732.958,1189.5,937.75,2252.875,2782.333,2345.625,1812.333,1495.688,1553.333,1198.75,2322.938,2067.75,1120.294,1132.125,1496.6,1141,1484.333,1215,1157.6,1310.444,1104.333,1097.889,1040.25,1269.333,2104,1392.5,1268.333,1449.231,1420.333,1378.375,2009,1170.5,1187.8,1191.222,937.375,680.333,915,2195.5,1292.312,1291.75,1178.75,1021,1102.875,977.667,986.25,1947.917,1080.731,1065.375,976.2,1000.625,806.9,1482.333,1053.667,1657,1399.75,1737.25,1635.5,1473.833,1558.125,1624.75,1546.167,1514.25,915.333,1826.667,1498.25,1594,1322.333,1054.25,1478.333,1367.625,953,1534.667,1261.375,1113.5,1352.889,1591.333,870.5,1518.5,1364.25,3065.5,2210.667,1670.5,1294.625,2279.7,1278.667,1733.3
177,1824.125,1483.333,2386.6,2211.667,1124.167,937.75,2442.5,1078.125,1053.5,1743,1424,678.273,1646.917,1329.2,718.083,1117.875,950.25,2240.5,2745.5,2284,1825,1499.25,1542,1240.625,2284.5,2044.833,1156.235,1144.875,1511.6,1164.5,1494.556,1239.833,1125.2,1335.667,1123.556,1054.222,1154,1259.111,2131.333,1379.5,1263.667,1458.423,1425.222,1379.125,1987.75,1196.75,1149,1201,942.625,704.167,917.5,2234.667,1291,1303.5,1188.375,1013.417,1126.25,966.833,1012.75,1941.083,1077.769,1042.625,984.9,990.562,800,1516.5,1089.333,1627.375,1492.167,1739.5,1594.167,1401.333,1474.25,1689.917,1538,1441.375,908.833,1745.833,1475.125,1608.222,1303.333,1131.25,1493.5,1366.875,982.25,1557.333,1261.125,1101.833,1301.778,1527.333,861,1525.125,1328,3053.75,2132.25,1589.667,1340.875,2306.8,1164,1708.7
178,1840.5,1479.333,2392.6,2188.667,1169.667,955.75,2406.333,1106.5,1062.625,1780.833,1412.75,641.364,1671,1353,722.875,1121.375,938.375,2227.25,2743,2315.75,1781.333,1508.875,1536.667,1194.875,2314.562,2042.417,1172.529,1162.75,1487.9,1178.5,1456,1267.667,1145.7,1316.667,1133.222,1043.111,1061.5,1259.444,2130.25,1368.375,1313.556,1441.577,1391,1392.875,2012.5,1194.75,1150.55,1220,944.375,677.667,919.75,2265.167,1290.188,1330,1185.5,974.917,1086.625,1020.5,962.5,1929.25,1070.615,1035.75,1028,1016.688,794.8,1519.167,1034.333,1592.375,1477.417,1785.875,1589,1431.333,1491,1653.833,1570.167,1542.375,866.333,1753.667,1488.25,1544.889,1309.833,1115.75,1448.583,1330.875,892.25,1522.5,1283,1114,1296.778,1583.833,880.167,1577.625,1368.875,2960.417,2209.75,1635,1313.625,2333.15,1174,1761.4
179,1845.875,1435.222,2379.2,2213,1198,926.25,2438.667,1071.625,1076.25,1748.167,1399.25,626,1672.583,1356.2,707.5,1152.625,954.875,2261,2844.667,2322.5,1870,1497.688,1472.167,1164,2309.5,2031.75,1180.412,1124.875,1504.4,1175.5,1489,1224.667,1166.8,1325.111,1125.556,1091.444,1035.5,1300.444,2142.583,1390.625,1277.444,1463.538,1366.333,1366.875,1979.75,1191.5,1166.4,1209.778,958.125,701.667,858.25,2211.167,1302.125,1295.25,1164.25,1013.917,1069.875,1052.333,962.25,1918.167,1061.462,1056.5,1012.2,1004.188,793.3,1474.5,1031,1599.125,1416.917,1691.875,1554.5,1451,1507.75,1648.917,1503.167,1501.25,886,1800.833,1542.625,1562.667,1379.5,1160.75,1456.417,1351.875,934,1559.333,1288.375,1119.667,1291.667,1568.5,876.5,1555.5,1411,3003,2174.667,1628.167,1342.75,2310.3,1198.333,1794.8
180,1838,1451.333,2351.9,2203.167,1151.167,963.75,2388.667,1080.625,1079.5,1757.5,1368.5,669.455,1673.5,1333,716.167,1127.375,972.938,2263.25,2798.833,2335,1799.333,1488.5,1540.833,1203.375,2293.75,2063.083,1138.412,1135.875,1522,1213.167,1480.667,1273.167,1143.4,1351.444,1126.667,1073,1063.25,1283.444,2135.5,1404.875,1271.111,1453.731,1400.222,1379.625,2019.75,1181.5,1180.9,1221.444,901,674.917,879,2274.667,1303.375,1285.75,1185.875,984.833,1086.5,990.5,975.5,1940.667,1071.462,1023.125,1024.8,1006.562,815.4,1552.667,1061.5,1647.5,1443.417,1780.875,1556.167,1465.833,1560,1640.583,1538.833,1492.375,891.333,1804.167,1560.625,1580.111,1374,1184.25,1425.583,1337.25,934,1522.5,1305.375,1137.667,1275.222,1584.333,895,1529,1366,3050.333,2181.25,1582.833,1326.875,2334.7,1240.333,1738.3
181,1875.75,1470.667,2374.6,2167.5,1142.667,944.417,2455.667,1104.25,1060.5,1743.667,1412.25,673.273,1639.833,1284.8,713.75,1163.375,951.625,2272.625,2894.167,2325.625,1761.667,1518.25,1540,1142.25,2324.375,2065.667,1145.412,1135,1481.8,1125.833,1459.667,1243.333,1157.3,1350.222,1133.222,1089.333,1015,1302.778,2113.083,1438.5,1251,1432.346,1373,1411.25,1953.25,1188.5,1152.25,1219,931.625,671.083,884.5,2220.5,1289.125,1371.75,1159.75,998.583,1102.875,982.667,999.75,1961.917,1081.154,1032.5,1010.7,978.062,816.8,1477,1031.667,1581.375,1445.583,1822.25,1564,1431.333,1495.375,1694.75,1544.5,1511.375,843.667,1712.333,1487.375,1575.444,1408.667,1192,1425.667,1266.75,884.25,1541,1283.625,1120.667,1288,1547,893.833,1488.5,1327.5,2944.083,2139,1573.667,1323.5,2350.15,1304.667,1703.6
182,1827.5,1453.778,2410.6,2165.833,1141.333,936.917,2545.5,1142,1059,1757,1455.25,647.636,1669,1324,721.542,1142.375,972.812,2205.375,2849.833,2333.375,1765.333,1477.625,1572.167,1225.375,2303.062,2038.917,1165.118,1112.125,1473,1190.5,1469.778,1202.667,1121.2,1341.667,1121.444,1099.667,1096.5,1304.333,2121.417,1378.125,1257.444,1440.692,1401.444,1389.125,1963.25,1168.625,1178.3,1229,974.875,698.417,911,2224.167,1281.875,1264.5,1187.625,993.417,1130.125,967,1059,1947.333,1074.192,1028.5,1003.9,967.125,815.2,1530.667,1041.167,1611.5,1490.833,1683.375,1585.333,1435,1444.375,1640.833,1578.5,1446.875,897,1674.167,1447.75,1691.222,1366,1159.5,1460,1335,910,1512.667,1272.375,1097.5,1277.889,1570.667,852.833,1520.875,1395.125,3011.75,2165.917,1575.833,1337.625,2312.45,1299.333,1699.2
183,1871.25,1451.111,2360.3,2219.333,1132.167,923.583,2434.5,1085.5,1034.375,1756,1334.5,688.455,1667.5,1320.8,729.958,1136.625,961,2274,2776,2325.5,1818.667,1521.375,1482.833,1208.5,2304.875,2089.333,1154.647,1137.625,1497.4,1209.833,1506.667,1236.5,1158.6,1326.778,1133.222,1088.778,1034.5,1275.222,2100.417,1432.125,1274.333,1442.231,1345.778,1371.625,1976.25,1158.375,1165.15,1148.889,939,674.167,886.25,2239.167,1321.5,1236.25,1141.75,984.417,1066.25,1006.667,987.25,1945.75,1076.346,1041.125,1031.9,1002.25,799.3,1580.5,1092.5,1626.75,1490,1845.25,1533.333,1412.5,1532.125,1697.917,1558.167,1447.125,842.667,1737.833,1526.25,1615.889,1344.667,1083.5,1429.5,1285.875,942.25,1550.167,1281,1144,1267.111,1571.167,878.167,1482.875,1361.5,3048,2201.5,1674.667,1327.625,2291.85,1236.333,1703.1
184,1880.625,1491.222,2357.4,2211,1124.667,925.25,2374.667,1095.875,1044.25,1758.167,1377.5,652.455,1665.5,1321.8,723.25,1052.375,960.75,2278.25,2775.333,2297.25,1800.333,1498.562,1493,1243.5,2292.5,2070.5,1168.235,1147.75,1506.4,1167.5,1455.444,1245.5,1170.6,1353.889,1124.667,1073.556,1015.75,1286.778,2127.75,1428.625,1268.333,1442.923,1367.889,1416,1999.5,1176.25,1172.2,1186.778,946.5,661.25,855.5,2202.667,1328.062,1277,1157.875,1017,1068.25,994.833,941.75,1964.833,1071.577,1057.25,981.7,978.812,853.5,1491.833,1022.167,1633.125,1500.667,1799,1640,1469,1473,1684.333,1527.833,1479.75,855.667,1776.167,1543.125,1595.333,1324,1082,1490.417,1342.75,959,1523.667,1275.125,1110.167,1297.222,1566.5,862.167,1529.375,1381.25,3023.167,2161.833,1619.833,1310.625,2320.5,1172,1700.2
185,1829,1479.556,2378,2187.833,1145.333,935.667,2361,1109.5,1037.375,1753.833,1440,656.182,1690.167,1376.8,706.417,1144.625,963.812,2274.125,2831,2309.875,1711.667,1490.75,1552.167,1259.625,2296.188,2027.583,1127.471,1146.875,1491.4,1175.5,1470.778,1231,1167.4,1316.222,1102.556,1104.667,1020.25,1299.222,2098.417,1402.5,1277.778,1446.385,1382.889,1377.5,1957,1182.5,1186.95,1220.556,916.5,658.167,888.5,2270.5,1285.562,1307,1122.375,1016.5,1124.875,1013.667,1028.75,1945.75,1041.731,1033.375,1013.6,1000.125,824.2,1475.333,1037.167,1539.375,1471.417,1758.75,1589.333,1382.667,1479.125,1682.833,1602.167,1490.75,824.5,1737.5,1539.125,1567.778,1315.167,1086.25,1484.75,1301,908.75,1512,1272.625,1133.5,1304.222,1585,898.833,1545.75,1334.5,3013.667,2199.583,1659,1296.75,2314,1209.667,1729.7
186,1846.75,1435.667,2386.9,2198,1147.667,946.333,2408.667,1113.875,1040.25,1776,1379.5,674,1638.417,1257.2,725.875,1128.5,942.5,2248.625,2768,2332.875,1697,1481.625,1536.167,1165.25,2322.25,2030.667,1137.118,1180.25,1519.8,1188.167,1460.222,1266,1178.4,1297.444,1103.111,1108.111,1041.25,1269.222,2127.25,1409.25,1281.222,1431.923,1397.333,1391.75,2001.5,1168.875,1161.75,1210.222,933.625,678,929.25,2287,1295.125,1255,1151.5,989.333,1110.875,1008.5,967,1914.167,1094.192,1062.5,983.6,1002.688,777.4,1554.167,984.5,1607.5,1510.583,1758.125,1565.333,1473.167,1547.25,1731.167,1575.167,1490,941.333,1783.667,1536.125,1581,1340,1095,1462.167,1329.5,842,1514.667,1265.25,1103.5,1311.222,1556.333,890.833,1498.375,1361.375,3005,2156,1588.833,1286.625,2314.2,1259.667,1726.3
